;Year;variable;Ind_conditions;Mean_conditions;variable_name;variable_response;variable_category;variable_posneg;Pob_Nacional;Quintiles;Weight;PIB_change_Nacional;Predictions;PIB_percapita_Nacional;AgeNumeric;Ind_conditions_prop;Ind_condition_quint_prop;variable_renamed
25;2008;"""Colchón"" económico No";12349681.613873625;6.2728186791485685;"""Colchón"" económico";No;Situación económica;Negativo;46157822;1º - Inferior;8467074.99107732;5599.398495030321;7.041514444755755;24.017553690005396;48.68412258129198;0.26755338702665876;0.18343748955653325;"""Colchón"" económico No"
26;2008;"""Colchón"" económico No";12349681.613873625;6.2728186791485685;"""Colchón"" económico";No;Situación económica;Negativo;46157822;2º;9042447.36704197;5979.900524297244;7.041514444755755;24.017553690005396;48.68412258129198;0.26755338702665876;0.19590281723089034;"""Colchón"" económico No"
27;2008;"""Colchón"" económico No";12349681.613873625;6.2728186791485685;"""Colchón"" económico";No;Situación económica;Negativo;46157822;3º;9870798.482036652;6527.701032920134;7.041514444755755;24.017553690005396;48.68412258129198;0.26755338702665876;0.21384887878887898;"""Colchón"" económico No"
28;2008;"""Colchón"" económico No";12349681.613873625;6.2728186791485685;"""Colchón"" económico";No;Situación económica;Negativo;46157822;4º;10055904.876448872;6650.114554400109;7.041514444755755;24.017553690005396;48.68412258129198;0.26755338702665876;0.21785917187446305;"""Colchón"" económico No"
29;2008;"""Colchón"" económico No";12349681.613873625;6.2728186791485685;"""Colchón"" económico";No;Situación económica;Negativo;46157822;5º - Superior;8721596.283394122;5767.717087065287;7.041514444755755;24.017553690005396;48.68412258129198;0.26755338702665876;0.18895164254921132;"""Colchón"" económico No"
30;2008;Ordenador No;3311861.906693941;6.364353288097884;Ordenador;No;Economía no básica;Negativo;46157822;1º - Inferior;8467074.99107732;5599.398495030321;7.041514444755755;24.017553690005396;48.68412258129198;0.07175082712295093;0.18343748955653325;Ordenador No
31;2008;Ordenador No;3311861.906693941;6.364353288097884;Ordenador;No;Economía no básica;Negativo;46157822;2º;9042447.36704197;5979.900524297244;7.041514444755755;24.017553690005396;48.68412258129198;0.07175082712295093;0.19590281723089034;Ordenador No
32;2008;Ordenador No;3311861.906693941;6.364353288097884;Ordenador;No;Economía no básica;Negativo;46157822;3º;9870798.482036652;6527.701032920134;7.041514444755755;24.017553690005396;48.68412258129198;0.07175082712295093;0.21384887878887898;Ordenador No
33;2008;Ordenador No;3311861.906693941;6.364353288097884;Ordenador;No;Economía no básica;Negativo;46157822;4º;10055904.876448872;6650.114554400109;7.041514444755755;24.017553690005396;48.68412258129198;0.07175082712295093;0.21785917187446305;Ordenador No
34;2008;Ordenador No;3311861.906693941;6.364353288097884;Ordenador;No;Economía no básica;Negativo;46157822;5º - Superior;8721596.283394122;5767.717087065287;7.041514444755755;24.017553690005396;48.68412258129198;0.07175082712295093;0.18895164254921132;Ordenador No
35;2008;Ordenador Sí;29564576.294210043;7.22761927279561;Ordenador;Sí;Economía no básica;Positivo;46157822;1º - Inferior;8467074.99107732;5599.398495030321;7.041514444755755;24.017553690005396;48.68412258129198;0.6405106439859758;0.18343748955653325;Ordenador Sí
36;2008;Ordenador Sí;29564576.294210043;7.22761927279561;Ordenador;Sí;Economía no básica;Positivo;46157822;2º;9042447.36704197;5979.900524297244;7.041514444755755;24.017553690005396;48.68412258129198;0.6405106439859758;0.19590281723089034;Ordenador Sí
37;2008;Ordenador Sí;29564576.294210043;7.22761927279561;Ordenador;Sí;Economía no básica;Positivo;46157822;3º;9870798.482036652;6527.701032920134;7.041514444755755;24.017553690005396;48.68412258129198;0.6405106439859758;0.21384887878887898;Ordenador Sí
38;2008;Ordenador Sí;29564576.294210043;7.22761927279561;Ordenador;Sí;Economía no básica;Positivo;46157822;4º;10055904.876448872;6650.114554400109;7.041514444755755;24.017553690005396;48.68412258129198;0.6405106439859758;0.21785917187446305;Ordenador Sí
39;2008;Ordenador Sí;29564576.294210043;7.22761927279561;Ordenador;Sí;Economía no básica;Positivo;46157822;5º - Superior;8721596.283394122;5767.717087065287;7.041514444755755;24.017553690005396;48.68412258129198;0.6405106439859758;0.18895164254921132;Ordenador Sí
40;2008;Lavadora Sí;94095.75049293181;5.794274795981858;Lavadora;Sí;Economía básica;Positivo;46157822;1º - Inferior;8467074.99107732;5599.398495030321;7.041514444755755;24.017553690005396;48.68412258129198;0.002038565651839721;0.18343748955653325;Lavadora Sí
41;2008;Lavadora Sí;94095.75049293181;5.794274795981858;Lavadora;Sí;Economía básica;Positivo;46157822;2º;9042447.36704197;5979.900524297244;7.041514444755755;24.017553690005396;48.68412258129198;0.002038565651839721;0.19590281723089034;Lavadora Sí
42;2008;Lavadora Sí;94095.75049293181;5.794274795981858;Lavadora;Sí;Economía básica;Positivo;46157822;3º;9870798.482036652;6527.701032920134;7.041514444755755;24.017553690005396;48.68412258129198;0.002038565651839721;0.21384887878887898;Lavadora Sí
43;2008;Lavadora Sí;94095.75049293181;5.794274795981858;Lavadora;Sí;Economía básica;Positivo;46157822;4º;10055904.876448872;6650.114554400109;7.041514444755755;24.017553690005396;48.68412258129198;0.002038565651839721;0.21785917187446305;Lavadora Sí
44;2008;Lavadora Sí;94095.75049293181;5.794274795981858;Lavadora;Sí;Economía básica;Positivo;46157822;5º - Superior;8721596.283394122;5767.717087065287;7.041514444755755;24.017553690005396;48.68412258129198;0.002038565651839721;0.18895164254921132;Lavadora Sí
45;2008;Lavadora No;45881704.9616472;7.04598142201557;Lavadora;No;Economía básica;Negativo;46157822;1º - Inferior;8467074.99107732;5599.398495030321;7.041514444755755;24.017553690005396;48.68412258129198;0.9940179794802103;0.18343748955653325;Lavadora No
46;2008;Lavadora No;45881704.9616472;7.04598142201557;Lavadora;No;Economía básica;Negativo;46157822;2º;9042447.36704197;5979.900524297244;7.041514444755755;24.017553690005396;48.68412258129198;0.9940179794802103;0.19590281723089034;Lavadora No
47;2008;Lavadora No;45881704.9616472;7.04598142201557;Lavadora;No;Economía básica;Negativo;46157822;3º;9870798.482036652;6527.701032920134;7.041514444755755;24.017553690005396;48.68412258129198;0.9940179794802103;0.21384887878887898;Lavadora No
48;2008;Lavadora No;45881704.9616472;7.04598142201557;Lavadora;No;Economía básica;Negativo;46157822;4º;10055904.876448872;6650.114554400109;7.041514444755755;24.017553690005396;48.68412258129198;0.9940179794802103;0.21785917187446305;Lavadora No
49;2008;Lavadora No;45881704.9616472;7.04598142201557;Lavadora;No;Economía básica;Negativo;46157822;5º - Superior;8721596.283394122;5767.717087065287;7.041514444755755;24.017553690005396;48.68412258129198;0.9940179794802103;0.18895164254921132;Lavadora No
50;2008;Coche No;2009946.9326605443;6.185354488176795;Coche;No;Economía no básica;Negativo;46157822;1º - Inferior;8467074.99107732;5599.398495030321;7.041514444755755;24.017553690005396;48.68412258129198;0.043545099087659384;0.18343748955653325;Coche No
51;2008;Coche No;2009946.9326605443;6.185354488176795;Coche;No;Economía no básica;Negativo;46157822;2º;9042447.36704197;5979.900524297244;7.041514444755755;24.017553690005396;48.68412258129198;0.043545099087659384;0.19590281723089034;Coche No
52;2008;Coche No;2009946.9326605443;6.185354488176795;Coche;No;Economía no básica;Negativo;46157822;3º;9870798.482036652;6527.701032920134;7.041514444755755;24.017553690005396;48.68412258129198;0.043545099087659384;0.21384887878887898;Coche No
53;2008;Coche No;2009946.9326605443;6.185354488176795;Coche;No;Economía no básica;Negativo;46157822;4º;10055904.876448872;6650.114554400109;7.041514444755755;24.017553690005396;48.68412258129198;0.043545099087659384;0.21785917187446305;Coche No
54;2008;Coche No;2009946.9326605443;6.185354488176795;Coche;No;Economía no básica;Negativo;46157822;5º - Superior;8721596.283394122;5767.717087065287;7.041514444755755;24.017553690005396;48.68412258129198;0.043545099087659384;0.18895164254921132;Coche No
55;2008;Coche Sí;38168938.52780472;7.157431618347017;Coche;Sí;Economía no básica;Positivo;46157822;1º - Inferior;8467074.99107732;5599.398495030321;7.041514444755755;24.017553690005396;48.68412258129198;0.8269224342475413;0.18343748955653325;Coche Sí
56;2008;Coche Sí;38168938.52780472;7.157431618347017;Coche;Sí;Economía no básica;Positivo;46157822;2º;9042447.36704197;5979.900524297244;7.041514444755755;24.017553690005396;48.68412258129198;0.8269224342475413;0.19590281723089034;Coche Sí
57;2008;Coche Sí;38168938.52780472;7.157431618347017;Coche;Sí;Economía no básica;Positivo;46157822;3º;9870798.482036652;6527.701032920134;7.041514444755755;24.017553690005396;48.68412258129198;0.8269224342475413;0.21384887878887898;Coche Sí
58;2008;Coche Sí;38168938.52780472;7.157431618347017;Coche;Sí;Economía no básica;Positivo;46157822;4º;10055904.876448872;6650.114554400109;7.041514444755755;24.017553690005396;48.68412258129198;0.8269224342475413;0.21785917187446305;Coche Sí
59;2008;Coche Sí;38168938.52780472;7.157431618347017;Coche;Sí;Economía no básica;Positivo;46157822;5º - Superior;8721596.283394122;5767.717087065287;7.041514444755755;24.017553690005396;48.68412258129198;0.8269224342475413;0.18895164254921132;Coche Sí
60;2008;Alto impacto coste vivienda;22805107.791590493;6.644912966538376;Vivienda;Impacto Alto;Situación económica;Negativo;46157822;1º - Inferior;8467074.99107732;5599.398495030321;7.041514444755755;24.017553690005396;48.68412258129198;0.4940681081440648;0.18343748955653325;Impacto coste vivienda alto
61;2008;Alto impacto coste vivienda;22805107.791590493;6.644912966538376;Vivienda;Impacto Alto;Situación económica;Negativo;46157822;2º;9042447.36704197;5979.900524297244;7.041514444755755;24.017553690005396;48.68412258129198;0.4940681081440648;0.19590281723089034;Impacto coste vivienda alto
62;2008;Alto impacto coste vivienda;22805107.791590493;6.644912966538376;Vivienda;Impacto Alto;Situación económica;Negativo;46157822;3º;9870798.482036652;6527.701032920134;7.041514444755755;24.017553690005396;48.68412258129198;0.4940681081440648;0.21384887878887898;Impacto coste vivienda alto
63;2008;Alto impacto coste vivienda;22805107.791590493;6.644912966538376;Vivienda;Impacto Alto;Situación económica;Negativo;46157822;4º;10055904.876448872;6650.114554400109;7.041514444755755;24.017553690005396;48.68412258129198;0.4940681081440648;0.21785917187446305;Impacto coste vivienda alto
64;2008;Alto impacto coste vivienda;22805107.791590493;6.644912966538376;Vivienda;Impacto Alto;Situación económica;Negativo;46157822;5º - Superior;8721596.283394122;5767.717087065287;7.041514444755755;24.017553690005396;48.68412258129198;0.4940681081440648;0.18895164254921132;Impacto coste vivienda alto
65;2008;Bajo impacto coste vivienda;1735372.4476155862;7.6120594115497076;Vivienda;Impacto Bajo;Situación económica;Positivo;46157822;1º - Inferior;8467074.99107732;5599.398495030321;7.041514444755755;24.017553690005396;48.68412258129198;0.03759649767737278;0.18343748955653325;Impacto coste vivienda bajo
66;2008;Bajo impacto coste vivienda;1735372.4476155862;7.6120594115497076;Vivienda;Impacto Bajo;Situación económica;Positivo;46157822;2º;9042447.36704197;5979.900524297244;7.041514444755755;24.017553690005396;48.68412258129198;0.03759649767737278;0.19590281723089034;Impacto coste vivienda bajo
67;2008;Bajo impacto coste vivienda;1735372.4476155862;7.6120594115497076;Vivienda;Impacto Bajo;Situación económica;Positivo;46157822;3º;9870798.482036652;6527.701032920134;7.041514444755755;24.017553690005396;48.68412258129198;0.03759649767737278;0.21384887878887898;Impacto coste vivienda bajo
68;2008;Bajo impacto coste vivienda;1735372.4476155862;7.6120594115497076;Vivienda;Impacto Bajo;Situación económica;Positivo;46157822;4º;10055904.876448872;6650.114554400109;7.041514444755755;24.017553690005396;48.68412258129198;0.03759649767737278;0.21785917187446305;Impacto coste vivienda bajo
69;2008;Bajo impacto coste vivienda;1735372.4476155862;7.6120594115497076;Vivienda;Impacto Bajo;Situación económica;Positivo;46157822;5º - Superior;8721596.283394122;5767.717087065287;7.041514444755755;24.017553690005396;48.68412258129198;0.03759649767737278;0.18895164254921132;Impacto coste vivienda bajo
70;2008;Impacto medio coste vivienda;21601916.227911066;7.414227100864956;Vivienda;Impacto Medio;Situación económica;Positivo;46157822;1º - Inferior;8467074.99107732;5599.398495030321;7.041514444755755;24.017553690005396;48.68412258129198;0.46800120308776844;0.18343748955653325;Impacto coste vivienda medio
71;2008;Impacto medio coste vivienda;21601916.227911066;7.414227100864956;Vivienda;Impacto Medio;Situación económica;Positivo;46157822;2º;9042447.36704197;5979.900524297244;7.041514444755755;24.017553690005396;48.68412258129198;0.46800120308776844;0.19590281723089034;Impacto coste vivienda medio
72;2008;Impacto medio coste vivienda;21601916.227911066;7.414227100864956;Vivienda;Impacto Medio;Situación económica;Positivo;46157822;3º;9870798.482036652;6527.701032920134;7.041514444755755;24.017553690005396;48.68412258129198;0.46800120308776844;0.21384887878887898;Impacto coste vivienda medio
73;2008;Impacto medio coste vivienda;21601916.227911066;7.414227100864956;Vivienda;Impacto Medio;Situación económica;Positivo;46157822;4º;10055904.876448872;6650.114554400109;7.041514444755755;24.017553690005396;48.68412258129198;0.46800120308776844;0.21785917187446305;Impacto coste vivienda medio
74;2008;Impacto medio coste vivienda;21601916.227911066;7.414227100864956;Vivienda;Impacto Medio;Situación económica;Positivo;46157822;5º - Superior;8721596.283394122;5767.717087065287;7.041514444755755;24.017553690005396;48.68412258129198;0.46800120308776844;0.18895164254921132;Impacto coste vivienda medio
75;2008;Calefacción No;2353936.3156101266;5.943324751647754;Calefacción;No;Economía básica;Negativo;46157822;1º - Inferior;8467074.99107732;5599.398495030321;7.041514444755755;24.017553690005396;48.68412258129198;0.050997560405040915;0.18343748955653325;Calefacción No
76;2008;Calefacción No;2353936.3156101266;5.943324751647754;Calefacción;No;Economía básica;Negativo;46157822;2º;9042447.36704197;5979.900524297244;7.041514444755755;24.017553690005396;48.68412258129198;0.050997560405040915;0.19590281723089034;Calefacción No
77;2008;Calefacción No;2353936.3156101266;5.943324751647754;Calefacción;No;Economía básica;Negativo;46157822;3º;9870798.482036652;6527.701032920134;7.041514444755755;24.017553690005396;48.68412258129198;0.050997560405040915;0.21384887878887898;Calefacción No
78;2008;Calefacción No;2353936.3156101266;5.943324751647754;Calefacción;No;Economía básica;Negativo;46157822;4º;10055904.876448872;6650.114554400109;7.041514444755755;24.017553690005396;48.68412258129198;0.050997560405040915;0.21785917187446305;Calefacción No
79;2008;Calefacción No;2353936.3156101266;5.943324751647754;Calefacción;No;Economía básica;Negativo;46157822;5º - Superior;8721596.283394122;5767.717087065287;7.041514444755755;24.017553690005396;48.68412258129198;0.050997560405040915;0.18895164254921132;Calefacción No
80;2008;Calefacción Sí;43803885.68437003;7.100529040370856;Calefacción;Sí;Economía básica;Positivo;46157822;1º - Inferior;8467074.99107732;5599.398495030321;7.041514444755755;24.017553690005396;48.68412258129198;0.9490024395945292;0.18343748955653325;Calefacción Sí
81;2008;Calefacción Sí;43803885.68437003;7.100529040370856;Calefacción;Sí;Economía básica;Positivo;46157822;2º;9042447.36704197;5979.900524297244;7.041514444755755;24.017553690005396;48.68412258129198;0.9490024395945292;0.19590281723089034;Calefacción Sí
82;2008;Calefacción Sí;43803885.68437003;7.100529040370856;Calefacción;Sí;Economía básica;Positivo;46157822;3º;9870798.482036652;6527.701032920134;7.041514444755755;24.017553690005396;48.68412258129198;0.9490024395945292;0.21384887878887898;Calefacción Sí
83;2008;Calefacción Sí;43803885.68437003;7.100529040370856;Calefacción;Sí;Economía básica;Positivo;46157822;4º;10055904.876448872;6650.114554400109;7.041514444755755;24.017553690005396;48.68412258129198;0.9490024395945292;0.21785917187446305;Calefacción Sí
84;2008;Calefacción Sí;43803885.68437003;7.100529040370856;Calefacción;Sí;Economía básica;Positivo;46157822;5º - Superior;8721596.283394122;5767.717087065287;7.041514444755755;24.017553690005396;48.68412258129198;0.9490024395945292;0.18895164254921132;Calefacción Sí
85;2008;Riesgo de pobreza No;36928725.68524285;7.185098307688056;Riesgo de pobreza;No;Situación económica;Positivo;46157822;1º - Inferior;8467074.99107732;5599.398495030321;7.041514444755755;24.017553690005396;48.68412258129198;0.8000534705741282;0.18343748955653325;Riesgo de pobreza No
86;2008;Riesgo de pobreza No;36928725.68524285;7.185098307688056;Riesgo de pobreza;No;Situación económica;Positivo;46157822;2º;9042447.36704197;5979.900524297244;7.041514444755755;24.017553690005396;48.68412258129198;0.8000534705741282;0.19590281723089034;Riesgo de pobreza No
87;2008;Riesgo de pobreza No;36928725.68524285;7.185098307688056;Riesgo de pobreza;No;Situación económica;Positivo;46157822;3º;9870798.482036652;6527.701032920134;7.041514444755755;24.017553690005396;48.68412258129198;0.8000534705741282;0.21384887878887898;Riesgo de pobreza No
88;2008;Riesgo de pobreza No;36928725.68524285;7.185098307688056;Riesgo de pobreza;No;Situación económica;Positivo;46157822;4º;10055904.876448872;6650.114554400109;7.041514444755755;24.017553690005396;48.68412258129198;0.8000534705741282;0.21785917187446305;Riesgo de pobreza No
89;2008;Riesgo de pobreza No;36928725.68524285;7.185098307688056;Riesgo de pobreza;No;Situación económica;Positivo;46157822;5º - Superior;8721596.283394122;5767.717087065287;7.041514444755755;24.017553690005396;48.68412258129198;0.8000534705741282;0.18895164254921132;Riesgo de pobreza No
90;2008;Riesgo de pobreza Sí;9229096.314740958;6.466987003906845;Riesgo de pobreza;Sí;Situación económica;Negativo;46157822;1º - Inferior;8467074.99107732;5599.398495030321;7.041514444755755;24.017553690005396;48.68412258129198;0.19994652942552094;0.18343748955653325;Riesgo de pobreza Sí
91;2008;Riesgo de pobreza Sí;9229096.314740958;6.466987003906845;Riesgo de pobreza;Sí;Situación económica;Negativo;46157822;2º;9042447.36704197;5979.900524297244;7.041514444755755;24.017553690005396;48.68412258129198;0.19994652942552094;0.19590281723089034;Riesgo de pobreza Sí
92;2008;Riesgo de pobreza Sí;9229096.314740958;6.466987003906845;Riesgo de pobreza;Sí;Situación económica;Negativo;46157822;3º;9870798.482036652;6527.701032920134;7.041514444755755;24.017553690005396;48.68412258129198;0.19994652942552094;0.21384887878887898;Riesgo de pobreza Sí
93;2008;Riesgo de pobreza Sí;9229096.314740958;6.466987003906845;Riesgo de pobreza;Sí;Situación económica;Negativo;46157822;4º;10055904.876448872;6650.114554400109;7.041514444755755;24.017553690005396;48.68412258129198;0.19994652942552094;0.21785917187446305;Riesgo de pobreza Sí
94;2008;Riesgo de pobreza Sí;9229096.314740958;6.466987003906845;Riesgo de pobreza;Sí;Situación económica;Negativo;46157822;5º - Superior;8721596.283394122;5767.717087065287;7.041514444755755;24.017553690005396;48.68412258129198;0.19994652942552094;0.18895164254921132;Riesgo de pobreza Sí
95;2008;Carencia Material Severa No;44977768.73560086;7.083015225823366;Carencia material;No;Situación económica;Positivo;46157822;1º - Inferior;8467074.99107732;5599.398495030321;7.041514444755755;24.017553690005396;48.68412258129198;0.9744343815789415;0.18343748955653325;Carencia Material Severa No
96;2008;Carencia Material Severa No;44977768.73560086;7.083015225823366;Carencia material;No;Situación económica;Positivo;46157822;2º;9042447.36704197;5979.900524297244;7.041514444755755;24.017553690005396;48.68412258129198;0.9744343815789415;0.19590281723089034;Carencia Material Severa No
97;2008;Carencia Material Severa No;44977768.73560086;7.083015225823366;Carencia material;No;Situación económica;Positivo;46157822;3º;9870798.482036652;6527.701032920134;7.041514444755755;24.017553690005396;48.68412258129198;0.9744343815789415;0.21384887878887898;Carencia Material Severa No
98;2008;Carencia Material Severa No;44977768.73560086;7.083015225823366;Carencia material;No;Situación económica;Positivo;46157822;4º;10055904.876448872;6650.114554400109;7.041514444755755;24.017553690005396;48.68412258129198;0.9744343815789415;0.21785917187446305;Carencia Material Severa No
99;2008;Carencia Material Severa No;44977768.73560086;7.083015225823366;Carencia material;No;Situación económica;Positivo;46157822;5º - Superior;8721596.283394122;5767.717087065287;7.041514444755755;24.017553690005396;48.68412258129198;0.9744343815789415;0.18895164254921132;Carencia Material Severa No
100;2008;Carencia material severa;1180053.2643785924;5.459710818128805;Carencia material;Sí;Situación económica;Negativo;46157822;1º - Inferior;8467074.99107732;5599.398495030321;7.041514444755755;24.017553690005396;48.68412258129198;0.025565618420613355;0.18343748955653325;Carencia material severa
101;2008;Carencia material severa;1180053.2643785924;5.459710818128805;Carencia material;Sí;Situación económica;Negativo;46157822;2º;9042447.36704197;5979.900524297244;7.041514444755755;24.017553690005396;48.68412258129198;0.025565618420613355;0.19590281723089034;Carencia material severa
102;2008;Carencia material severa;1180053.2643785924;5.459710818128805;Carencia material;Sí;Situación económica;Negativo;46157822;3º;9870798.482036652;6527.701032920134;7.041514444755755;24.017553690005396;48.68412258129198;0.025565618420613355;0.21384887878887898;Carencia material severa
103;2008;Carencia material severa;1180053.2643785924;5.459710818128805;Carencia material;Sí;Situación económica;Negativo;46157822;4º;10055904.876448872;6650.114554400109;7.041514444755755;24.017553690005396;48.68412258129198;0.025565618420613355;0.21785917187446305;Carencia material severa
104;2008;Carencia material severa;1180053.2643785924;5.459710818128805;Carencia material;Sí;Situación económica;Negativo;46157822;5º - Superior;8721596.283394122;5767.717087065287;7.041514444755755;24.017553690005396;48.68412258129198;0.025565618420613355;0.18895164254921132;Carencia material severa
