;Year;variable;Individuos;correlation_label;media_felicidad;Quintiles;Weight;PIB_percapita_Nacional;PIB_change_Nacional;Predictions;variable_name;variable_response;variable_category;variable_posneg
12;2008;Alimentación No;899308.5661865567;-0.16;5.697466110491377;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Alimentación;No;Economía básica;Economía básica
13;2008;Alimentación No;899308.5661865567;-0.16;5.697466110491377;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Alimentación;No;Economía básica;Economía básica
14;2008;Alimentación No;899308.5661865567;-0.16;5.697466110491377;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Alimentación;No;Economía básica;Economía básica
15;2008;Alimentación Sí;45258513.433792725;0.16;7.05132480812449;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Alimentación;Sí;Economía básica;Economía básica
16;2008;Alimentación Sí;45258513.433792725;0.16;7.05132480812449;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Alimentación;Sí;Economía básica;Economía básica
17;2008;Alimentación Sí;45258513.433792725;0.16;7.05132480812449;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Alimentación;Sí;Economía básica;Economía básica
18;2008;Alimentación Sí;45258513.433792725;0.16;7.05132480812449;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Alimentación;Sí;Economía básica;Economía básica
19;2008;Alimentación Sí;45258513.433792725;0.16;7.05132480812449;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Alimentación;Sí;Economía básica;Economía básica
20;2008;"""Colchón"" económico Sí";33808140.38611018;0.35;7.3027043643213725;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;"""Colchón"" económico";Sí;Situación económica;Situación económica
21;2008;"""Colchón"" económico Sí";33808140.38611018;0.35;7.3027043643213725;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;"""Colchón"" económico";Sí;Situación económica;Situación económica
22;2008;"""Colchón"" económico Sí";33808140.38611018;0.35;7.3027043643213725;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;"""Colchón"" económico";Sí;Situación económica;Situación económica
23;2008;"""Colchón"" económico Sí";33808140.38611018;0.35;7.3027043643213725;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;"""Colchón"" económico";Sí;Situación económica;Situación económica
24;2008;"""Colchón"" económico Sí";33808140.38611018;0.35;7.3027043643213725;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;"""Colchón"" económico";Sí;Situación económica;Situación económica
25;2008;"""Colchón"" económico No";12349681.613873625;-0.35;6.264566707464105;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;"""Colchón"" económico";No;Situación económica;Situación económica
26;2008;"""Colchón"" económico No";12349681.613873625;-0.35;6.264566707464105;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;"""Colchón"" económico";No;Situación económica;Situación económica
27;2008;"""Colchón"" económico No";12349681.613873625;-0.35;6.264566707464105;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;"""Colchón"" económico";No;Situación económica;Situación económica
28;2008;"""Colchón"" económico No";12349681.613873625;-0.35;6.264566707464105;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;"""Colchón"" económico";No;Situación económica;Situación económica
29;2008;"""Colchón"" económico No";12349681.613873625;-0.35;6.264566707464105;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;"""Colchón"" económico";No;Situación económica;Situación económica
30;2008;Ordenador No;3311861.906693941;-0.18;6.319728432785142;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Ordenador;No;Economía no básica;Economía no básica
31;2008;Ordenador No;3311861.906693941;-0.18;6.319728432785142;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Ordenador;No;Economía no básica;Economía no básica
32;2008;Ordenador No;3311861.906693941;-0.18;6.319728432785142;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Ordenador;No;Economía no básica;Economía no básica
33;2008;Ordenador No;3311861.906693941;-0.18;6.319728432785142;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Ordenador;No;Economía no básica;Economía no básica
34;2008;Ordenador No;3311861.906693941;-0.18;6.319728432785142;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Ordenador;No;Economía no básica;Economía no básica
35;2008;Ordenador Sí;29564576.294210043;0.19;7.226284377094738;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Ordenador;Sí;Economía no básica;Economía no básica
36;2008;Ordenador Sí;29564576.294210043;0.19;7.226284377094738;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Ordenador;Sí;Economía no básica;Economía no básica
37;2008;Ordenador Sí;29564576.294210043;0.19;7.226284377094738;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Ordenador;Sí;Economía no básica;Economía no básica
38;2008;Ordenador Sí;29564576.294210043;0.19;7.226284377094738;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Ordenador;Sí;Economía no básica;Economía no básica
39;2008;Ordenador Sí;29564576.294210043;0.19;7.226284377094738;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Ordenador;Sí;Economía no básica;Economía no básica
40;2008;Lavadora Sí;94095.75049293181;-0.06;5.779124481275978;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Lavadora;Sí;Economía básica;Economía básica
41;2008;Lavadora Sí;94095.75049293181;-0.06;5.779124481275978;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Lavadora;Sí;Economía básica;Economía básica
42;2008;Lavadora Sí;94095.75049293181;-0.06;5.779124481275978;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Lavadora;Sí;Economía básica;Economía básica
43;2008;Lavadora Sí;94095.75049293181;-0.06;5.779124481275978;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Lavadora;Sí;Economía básica;Economía básica
44;2008;Lavadora Sí;94095.75049293181;-0.06;5.779124481275978;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Lavadora;Sí;Economía básica;Economía básica
45;2008;Lavadora No;45881704.9616472;0.05;7.029413736703787;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Lavadora;No;Economía básica;Economía básica
46;2008;Lavadora No;45881704.9616472;0.05;7.029413736703787;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Lavadora;No;Economía básica;Economía básica
47;2008;Lavadora No;45881704.9616472;0.05;7.029413736703787;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Lavadora;No;Economía básica;Economía básica
48;2008;Lavadora No;45881704.9616472;0.05;7.029413736703787;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Lavadora;No;Economía básica;Economía básica
49;2008;Lavadora No;45881704.9616472;0.05;7.029413736703787;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Lavadora;No;Economía básica;Economía básica
50;2008;Coche No;2009946.9326605443;-0.16;6.216476705968268;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Coche;No;Economía no básica;Economía no básica
51;2008;Coche No;2009946.9326605443;-0.16;6.216476705968268;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Coche;No;Economía no básica;Economía no básica
52;2008;Coche No;2009946.9326605443;-0.16;6.216476705968268;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Coche;No;Economía no básica;Economía no básica
53;2008;Coche No;2009946.9326605443;-0.16;6.216476705968268;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Coche;No;Economía no básica;Economía no básica
54;2008;Coche No;2009946.9326605443;-0.16;6.216476705968268;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Coche;No;Economía no básica;Economía no básica
55;2008;Coche Sí;38168938.52780472;0.17;7.134034792318956;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Coche;Sí;Economía no básica;Economía no básica
56;2008;Coche Sí;38168938.52780472;0.17;7.134034792318956;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Coche;Sí;Economía no básica;Economía no básica
57;2008;Coche Sí;38168938.52780472;0.17;7.134034792318956;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Coche;Sí;Economía no básica;Economía no básica
58;2008;Coche Sí;38168938.52780472;0.17;7.134034792318956;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Coche;Sí;Economía no básica;Economía no básica
59;2008;Coche Sí;38168938.52780472;0.17;7.134034792318956;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Coche;Sí;Economía no básica;Economía no básica
60;2008;Alto impacto coste vivienda;22805107.791590493;-0.28;6.639793525890893;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Vivienda;Impacto Alto;Situación económica;Situación económica
61;2008;Alto impacto coste vivienda;22805107.791590493;-0.28;6.639793525890893;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Vivienda;Impacto Alto;Situación económica;Situación económica
62;2008;Alto impacto coste vivienda;22805107.791590493;-0.28;6.639793525890893;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Vivienda;Impacto Alto;Situación económica;Situación económica
63;2008;Alto impacto coste vivienda;22805107.791590493;-0.28;6.639793525890893;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Vivienda;Impacto Alto;Situación económica;Situación económica
64;2008;Alto impacto coste vivienda;22805107.791590493;-0.28;6.639793525890893;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Vivienda;Impacto Alto;Situación económica;Situación económica
65;2008;Bajo impacto coste vivienda;1735372.4476155862;0.07;7.600773506732619;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Vivienda;Impacto Bajo;Situación económica;Situación económica
66;2008;Bajo impacto coste vivienda;1735372.4476155862;0.07;7.600773506732619;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Vivienda;Impacto Bajo;Situación económica;Situación económica
67;2008;Bajo impacto coste vivienda;1735372.4476155862;0.07;7.600773506732619;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Vivienda;Impacto Bajo;Situación económica;Situación económica
68;2008;Bajo impacto coste vivienda;1735372.4476155862;0.07;7.600773506732619;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Vivienda;Impacto Bajo;Situación económica;Situación económica
69;2008;Bajo impacto coste vivienda;1735372.4476155862;0.07;7.600773506732619;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Vivienda;Impacto Bajo;Situación económica;Situación económica
70;2008;Impacto medio coste vivienda;21601916.227911066;0.26;7.385111187632339;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Vivienda;Impacto Medio;Situación económica;Situación económica
71;2008;Impacto medio coste vivienda;21601916.227911066;0.26;7.385111187632339;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Vivienda;Impacto Medio;Situación económica;Situación económica
72;2008;Impacto medio coste vivienda;21601916.227911066;0.26;7.385111187632339;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Vivienda;Impacto Medio;Situación económica;Situación económica
73;2008;Impacto medio coste vivienda;21601916.227911066;0.26;7.385111187632339;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Vivienda;Impacto Medio;Situación económica;Situación económica
74;2008;Impacto medio coste vivienda;21601916.227911066;0.26;7.385111187632339;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Vivienda;Impacto Medio;Situación económica;Situación económica
75;2008;Calefacción No;2353936.3156101266;-0.22;5.9347088323241906;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Calefacción;No;Economía básica;Economía básica
76;2008;Calefacción No;2353936.3156101266;-0.22;5.9347088323241906;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Calefacción;No;Economía básica;Economía básica
77;2008;Calefacción No;2353936.3156101266;-0.22;5.9347088323241906;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Calefacción;No;Economía básica;Economía básica
78;2008;Calefacción No;2353936.3156101266;-0.22;5.9347088323241906;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Calefacción;No;Economía básica;Economía básica
79;2008;Calefacción No;2353936.3156101266;-0.22;5.9347088323241906;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Calefacción;No;Economía básica;Economía básica
80;2008;Calefacción Sí;43803885.68437003;0.22;7.083534420349408;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Calefacción;Sí;Economía básica;Economía básica
81;2008;Calefacción Sí;43803885.68437003;0.22;7.083534420349408;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Calefacción;Sí;Economía básica;Economía básica
82;2008;Calefacción Sí;43803885.68437003;0.22;7.083534420349408;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Calefacción;Sí;Economía básica;Economía básica
83;2008;Calefacción Sí;43803885.68437003;0.22;7.083534420349408;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Calefacción;Sí;Economía básica;Economía básica
84;2008;Calefacción Sí;43803885.68437003;0.22;7.083534420349408;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Calefacción;Sí;Economía básica;Economía básica
85;2008;Riesgo de pobreza No;36928725.68524285;0.20;7.167413675503081;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Riesgo de pobreza;No;Situación económica;Situación económica
86;2008;Riesgo de pobreza No;36928725.68524285;0.20;7.167413675503081;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Riesgo de pobreza;No;Situación económica;Situación económica
87;2008;Riesgo de pobreza No;36928725.68524285;0.20;7.167413675503081;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Riesgo de pobreza;No;Situación económica;Situación económica
88;2008;Riesgo de pobreza No;36928725.68524285;0.20;7.167413675503081;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Riesgo de pobreza;No;Situación económica;Situación económica
89;2008;Riesgo de pobreza No;36928725.68524285;0.20;7.167413675503081;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Riesgo de pobreza;No;Situación económica;Situación económica
90;2008;Riesgo de pobreza Sí;9229096.314740958;-0.20;6.45489039298771;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Riesgo de pobreza;Sí;Situación económica;Situación económica
91;2008;Riesgo de pobreza Sí;9229096.314740958;-0.20;6.45489039298771;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Riesgo de pobreza;Sí;Situación económica;Situación económica
92;2008;Riesgo de pobreza Sí;9229096.314740958;-0.20;6.45489039298771;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Riesgo de pobreza;Sí;Situación económica;Situación económica
93;2008;Riesgo de pobreza Sí;9229096.314740958;-0.20;6.45489039298771;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Riesgo de pobreza;Sí;Situación económica;Situación económica
94;2008;Riesgo de pobreza Sí;9229096.314740958;-0.20;6.45489039298771;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Riesgo de pobreza;Sí;Situación económica;Situación económica
95;2008;Carencia Material Severa No;44977768.73560086;0.23;7.065752426241764;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Carencia material;No;Situación económica;Situación económica
96;2008;Carencia Material Severa No;44977768.73560086;0.23;7.065752426241764;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Carencia material;No;Situación económica;Situación económica
97;2008;Carencia Material Severa No;44977768.73560086;0.23;7.065752426241764;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Carencia material;No;Situación económica;Situación económica
98;2008;Carencia Material Severa No;44977768.73560086;0.23;7.065752426241764;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Carencia material;No;Situación económica;Situación económica
99;2008;Carencia Material Severa No;44977768.73560086;0.23;7.065752426241764;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Carencia material;No;Situación económica;Situación económica
100;2008;Carencia material severa;1180053.2643785924;-0.23;5.469651462001905;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Carencia material;Sí;Situación económica;Situación económica
101;2008;Carencia material severa;1180053.2643785924;-0.23;5.469651462001905;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Carencia material;Sí;Situación económica;Situación económica
102;2008;Carencia material severa;1180053.2643785924;-0.23;5.469651462001905;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Carencia material;Sí;Situación económica;Situación económica
103;2008;Carencia material severa;1180053.2643785924;-0.23;5.469651462001905;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Carencia material;Sí;Situación económica;Situación económica
104;2008;Carencia material severa;1180053.2643785924;-0.23;5.469651462001905;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Carencia material;Sí;Situación económica;Situación económica
105;2008;Enfermedades Crónicas No;31286065.762243684;0.19;7.220457394565753;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Enfermedades Crónicas;No;Salud;Salud
106;2008;Enfermedades Crónicas No;31286065.762243684;0.19;7.220457394565753;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Enfermedades Crónicas;No;Salud;Salud
107;2008;Enfermedades Crónicas No;31286065.762243684;0.19;7.220457394565753;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Enfermedades Crónicas;No;Salud;Salud
108;2008;Enfermedades Crónicas No;31286065.762243684;0.19;7.220457394565753;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Enfermedades Crónicas;No;Salud;Salud
109;2008;Enfermedades Crónicas No;31286065.762243684;0.19;7.220457394565753;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Enfermedades Crónicas;No;Salud;Salud
110;2008;Enfermedades Crónicas Sí;14868671.13116658;-0.19;6.613444415404832;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Enfermedades Crónicas;Sí;Salud;Salud
111;2008;Enfermedades Crónicas Sí;14868671.13116658;-0.19;6.613444415404832;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Enfermedades Crónicas;Sí;Salud;Salud
112;2008;Enfermedades Crónicas Sí;14868671.13116658;-0.19;6.613444415404832;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Enfermedades Crónicas;Sí;Salud;Salud
113;2008;Enfermedades Crónicas Sí;14868671.13116658;-0.19;6.613444415404832;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Enfermedades Crónicas;Sí;Salud;Salud
114;2008;Enfermedades Crónicas Sí;14868671.13116658;-0.19;6.613444415404832;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Enfermedades Crónicas;Sí;Salud;Salud
115;2008;Limitaciones físicas No;34923406.4124438;0.25;7.2341792874681845;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Limitaciones Físicas;No;Salud;Salud
116;2008;Limitaciones físicas No;34923406.4124438;0.25;7.2341792874681845;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Limitaciones Físicas;No;Salud;Salud
117;2008;Limitaciones físicas No;34923406.4124438;0.25;7.2341792874681845;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Limitaciones Físicas;No;Salud;Salud
118;2008;Limitaciones físicas No;34923406.4124438;0.25;7.2341792874681845;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Limitaciones Físicas;No;Salud;Salud
119;2008;Limitaciones físicas No;34923406.4124438;0.25;7.2341792874681845;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Limitaciones Físicas;No;Salud;Salud
120;2008;Limitaciones físicas leves Sí;8649096.278916003;-0.15;6.4973206658998635;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Limitaciones Físicas;Sí leves;Salud;Salud
121;2008;Limitaciones físicas leves Sí;8649096.278916003;-0.15;6.4973206658998635;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Limitaciones Físicas;Sí leves;Salud;Salud
122;2008;Limitaciones físicas leves Sí;8649096.278916003;-0.15;6.4973206658998635;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Limitaciones Físicas;Sí leves;Salud;Salud
123;2008;Limitaciones físicas leves Sí;8649096.278916003;-0.15;6.4973206658998635;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Limitaciones Físicas;Sí leves;Salud;Salud
124;2008;Limitaciones físicas leves Sí;8649096.278916003;-0.15;6.4973206658998635;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Limitaciones Físicas;Sí leves;Salud;Salud
125;2008;Limitaciones físicas graves Sí;2583776.7553387713;-0.22;5.9637798781863065;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Limitaciones Físicas;Sí graves;Salud;Salud
126;2008;Limitaciones físicas graves Sí;2583776.7553387713;-0.22;5.9637798781863065;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Limitaciones Físicas;Sí graves;Salud;Salud
127;2008;Limitaciones físicas graves Sí;2583776.7553387713;-0.22;5.9637798781863065;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Limitaciones Físicas;Sí graves;Salud;Salud
128;2008;Limitaciones físicas graves Sí;2583776.7553387713;-0.22;5.9637798781863065;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Limitaciones Físicas;Sí graves;Salud;Salud
129;2008;Limitaciones físicas graves Sí;2583776.7553387713;-0.22;5.9637798781863065;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Limitaciones Físicas;Sí graves;Salud;Salud
130;2008;Compra de ropa No;0.0;-0.32;;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Compra de ropa;No;Economía básica;Economía básica
131;2008;Compra de ropa No;0.0;-0.32;;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Compra de ropa;No;Economía básica;Economía básica
132;2008;Compra de ropa No;0.0;-0.32;;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Compra de ropa;No;Economía básica;Economía básica
133;2008;Compra de ropa No;0.0;-0.32;;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Compra de ropa;No;Economía básica;Economía básica
134;2008;Compra de ropa No;0.0;-0.32;;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Compra de ropa;No;Economía básica;Economía básica
135;2008;Compra de ropa Sí;0.0;0.34;;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Compra de ropa;Sí;Economía básica;Economía básica
136;2008;Compra de ropa Sí;0.0;0.34;;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Compra de ropa;Sí;Economía básica;Economía básica
137;2008;Compra de ropa Sí;0.0;0.34;;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Compra de ropa;Sí;Economía básica;Economía básica
138;2008;Compra de ropa Sí;0.0;0.34;;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Compra de ropa;Sí;Economía básica;Economía básica
139;2008;Compra de ropa Sí;0.0;0.34;;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Compra de ropa;Sí;Economía básica;Economía básica
140;2008;Compra de zapatos No;0.0;-0.19;;1º - Inferior;8536489.888981903;132913.14212047448;5645.303565585312;7.024947118029254;Compra de zapatos;No;Economía básica;Economía básica
141;2008;Compra de zapatos No;0.0;-0.19;;2º;9091809.072218562;141559.46144887665;6012.544130025238;7.024947118029254;Compra de zapatos;No;Economía básica;Economía básica
142;2008;Compra de zapatos No;0.0;-0.19;;3º;9920160.187213244;154456.8877804099;6560.344638648127;7.024947118029254;Compra de zapatos;No;Economía básica;Economía básica
143;2008;Compra de zapatos No;0.0;-0.19;;4º;9878511.248470495;153808.41383077973;6532.801596315133;7.024947118029254;Compra de zapatos;No;Economía básica;Economía básica
144;2008;Compra de zapatos No;0.0;-0.19;;5º - Superior;8730851.603114733;135939.35388541524;5773.837763139286;7.024947118029254;Compra de zapatos;No;Economía básica;Economía básica
