Year;condiciones;Ind_condiciones;Correlación;felicidad_condiciones;Quintiles;Individuos_quintiles;PIB_percapita_Nacional;PIB_change_Nacional;felicidad_año;condiciones_name;condiciones_response;condiciones_category;condiciones_posneg;condiciones_posneg13;Ind_posneg13;felicidad_posneg13;Ind_posneg;felicidad_posneg
2008;Vacaciones_Sí;29967182.70205662;0.40;7.43446573742516;5º - Superior;8683032.45122491;135194.80972102506;5742.214270090292;7.0378376729941605;Vacaciones;Sí;Economía no básica;Positivo;Positivo;13957242.50343877;7.274922149024948;13957242.50343877;7.274922149024948
2008;Ordenador Sí;29564576.294210043;0.19;7.23632533923591;1º - Inferior;8511809.036393607;132528.8612614344;5628.981762721315;7.0378376729941605;Ordenador;Sí;Economía no básica;Positivo;Positivo;13957242.50343877;7.274922149024948;13957242.50343877;7.274922149024948
2008;Ordenador Sí;29564576.294210043;0.19;7.23632533923591;2º;9074840.986064108;141295.2683582866;6001.32289055624;7.0378376729941605;Ordenador;Sí;Economía no básica;Positivo;Positivo;13957242.50343877;7.274922149024948;13957242.50343877;7.274922149024948
2008;Ordenador Sí;29564576.294210043;0.19;7.23632533923591;3º;9839947.416301282;153207.97498852958;6507.298779340138;7.0378376729941605;Ordenador;Sí;Economía no básica;Positivo;Positivo;13957242.50343877;7.274922149024948;13957242.50343877;7.274922149024948
2008;Ordenador Sí;29564576.294210043;0.19;7.23632533923591;4º;10048192.11001503;156450.3447366804;6645.01399100511;7.0378376729941605;Ordenador;Sí;Economía no básica;Positivo;Positivo;13957242.50343877;7.274922149024948;13957242.50343877;7.274922149024948
2008;Ordenador Sí;29564576.294210043;0.19;7.23632533923591;5º - Superior;8683032.45122491;135194.80972102506;5742.214270090292;7.0378376729941605;Ordenador;Sí;Economía no básica;Positivo;Positivo;13957242.50343877;7.274922149024948;13957242.50343877;7.274922149024948
2008;Coche Sí;38168938.52780472;0.17;7.153975370413777;1º - Inferior;8511809.036393607;132528.8612614344;5628.981762721315;7.0378376729941605;Coche;Sí;Economía no básica;Positivo;Positivo;13957242.50343877;7.274922149024948;13957242.50343877;7.274922149024948
2008;Coche Sí;38168938.52780472;0.17;7.153975370413777;2º;9074840.986064108;141295.2683582866;6001.32289055624;7.0378376729941605;Coche;Sí;Economía no básica;Positivo;Positivo;13957242.50343877;7.274922149024948;13957242.50343877;7.274922149024948
2008;Coche Sí;38168938.52780472;0.17;7.153975370413777;3º;9839947.416301282;153207.97498852958;6507.298779340138;7.0378376729941605;Coche;Sí;Economía no básica;Positivo;Positivo;13957242.50343877;7.274922149024948;13957242.50343877;7.274922149024948
2008;Coche Sí;38168938.52780472;0.17;7.153975370413777;4º;10048192.11001503;156450.3447366804;6645.01399100511;7.0378376729941605;Coche;Sí;Economía no básica;Positivo;Positivo;13957242.50343877;7.274922149024948;13957242.50343877;7.274922149024948
2008;Coche Sí;38168938.52780472;0.17;7.153975370413777;5º - Superior;8683032.45122491;135194.80972102506;5742.214270090292;7.0378376729941605;Coche;Sí;Economía no básica;Positivo;Positivo;13957242.50343877;7.274922149024948;13957242.50343877;7.274922149024948
2008;Alimentación No;899308.5661865567;-0.16;5.698233773362354;1º - Inferior;8511809.036393607;132528.8612614344;5628.981762721315;7.0378376729941605;Alimentación;No;Economía básica;Negativo;Negativo;9826989.96868878;6.2261367128619;9826989.96868878;6.2261367128619
2008;Alimentación No;899308.5661865567;-0.16;5.698233773362354;2º;9074840.986064108;141295.2683582866;6001.32289055624;7.0378376729941605;Alimentación;No;Economía básica;Negativo;Negativo;9826989.96868878;6.2261367128619;9826989.96868878;6.2261367128619
2008;Alimentación No;899308.5661865567;-0.16;5.698233773362354;3º;9839947.416301282;153207.97498852958;6507.298779340138;7.0378376729941605;Alimentación;No;Economía básica;Negativo;Negativo;9826989.96868878;6.2261367128619;9826989.96868878;6.2261367128619
2008;Alimentación No;899308.5661865567;-0.16;5.698233773362354;4º;10048192.11001503;156450.3447366804;6645.01399100511;7.0378376729941605;Alimentación;No;Economía básica;Negativo;Negativo;9826989.96868878;6.2261367128619;9826989.96868878;6.2261367128619
2008;Alimentación No;899308.5661865567;-0.16;5.698233773362354;5º - Superior;8683032.45122491;135194.80972102506;5742.214270090292;7.0378376729941605;Alimentación;No;Economía básica;Negativo;Negativo;9826989.96868878;6.2261367128619;9826989.96868878;6.2261367128619
2008;Lavadora No;45881704.9616472;0.05;7.042358849848583;1º - Inferior;8511809.036393607;132528.8612614344;5628.981762721315;7.0378376729941605;Lavadora;No;Economía básica;Negativo;Negativo;9826989.96868878;6.2261367128619;9826989.96868878;6.2261367128619
2008;Lavadora No;45881704.9616472;0.05;7.042358849848583;2º;9074840.986064108;141295.2683582866;6001.32289055624;7.0378376729941605;Lavadora;No;Economía básica;Negativo;Negativo;9826989.96868878;6.2261367128619;9826989.96868878;6.2261367128619
2008;Lavadora No;45881704.9616472;0.05;7.042358849848583;3º;9839947.416301282;153207.97498852958;6507.298779340138;7.0378376729941605;Lavadora;No;Economía básica;Negativo;Negativo;9826989.96868878;6.2261367128619;9826989.96868878;6.2261367128619
2008;Lavadora No;45881704.9616472;0.05;7.042358849848583;4º;10048192.11001503;156450.3447366804;6645.01399100511;7.0378376729941605;Lavadora;No;Economía básica;Negativo;Negativo;9826989.96868878;6.2261367128619;9826989.96868878;6.2261367128619
2008;Lavadora No;45881704.9616472;0.05;7.042358849848583;5º - Superior;8683032.45122491;135194.80972102506;5742.214270090292;7.0378376729941605;Lavadora;No;Economía básica;Negativo;Negativo;9826989.96868878;6.2261367128619;9826989.96868878;6.2261367128619
2008;Calefacción No;2353936.3156101266;-0.22;5.937817515374766;1º - Inferior;8511809.036393607;132528.8612614344;5628.981762721315;7.0378376729941605;Calefacción;No;Economía básica;Negativo;Negativo;9826989.96868878;6.2261367128619;9826989.96868878;6.2261367128619
2008;Calefacción No;2353936.3156101266;-0.22;5.937817515374766;2º;9074840.986064108;141295.2683582866;6001.32289055624;7.0378376729941605;Calefacción;No;Economía básica;Negativo;Negativo;9826989.96868878;6.2261367128619;9826989.96868878;6.2261367128619
2008;Calefacción No;2353936.3156101266;-0.22;5.937817515374766;3º;9839947.416301282;153207.97498852958;6507.298779340138;7.0378376729941605;Calefacción;No;Economía básica;Negativo;Negativo;9826989.96868878;6.2261367128619;9826989.96868878;6.2261367128619
2008;Calefacción No;2353936.3156101266;-0.22;5.937817515374766;4º;10048192.11001503;156450.3447366804;6645.01399100511;7.0378376729941605;Calefacción;No;Economía básica;Negativo;Negativo;9826989.96868878;6.2261367128619;9826989.96868878;6.2261367128619
2008;Calefacción No;2353936.3156101266;-0.22;5.937817515374766;5º - Superior;8683032.45122491;135194.80972102506;5742.214270090292;7.0378376729941605;Calefacción;No;Economía básica;Negativo;Negativo;9826989.96868878;6.2261367128619;9826989.96868878;6.2261367128619
2008;Alimentación Sí;45258513.433792725;0.16;7.064456250822543;1º - Inferior;8511809.036393607;132528.8612614344;5628.981762721315;7.0378376729941605;Alimentación;Sí;Economía básica;Positivo;Positivo;17831298.973731138;6.647962070450868;17831298.973731138;6.647962070450868
2008;Alimentación Sí;45258513.433792725;0.16;7.064456250822543;2º;9074840.986064108;141295.2683582866;6001.32289055624;7.0378376729941605;Alimentación;Sí;Economía básica;Positivo;Positivo;17831298.973731138;6.647962070450868;17831298.973731138;6.647962070450868
2008;Alimentación Sí;45258513.433792725;0.16;7.064456250822543;3º;9839947.416301282;153207.97498852958;6507.298779340138;7.0378376729941605;Alimentación;Sí;Economía básica;Positivo;Positivo;17831298.973731138;6.647962070450868;17831298.973731138;6.647962070450868
2008;Alimentación Sí;45258513.433792725;0.16;7.064456250822543;4º;10048192.11001503;156450.3447366804;6645.01399100511;7.0378376729941605;Alimentación;Sí;Economía básica;Positivo;Positivo;17831298.973731138;6.647962070450868;17831298.973731138;6.647962070450868
2008;Alimentación Sí;45258513.433792725;0.16;7.064456250822543;5º - Superior;8683032.45122491;135194.80972102506;5742.214270090292;7.0378376729941605;Alimentación;Sí;Economía básica;Positivo;Positivo;17831298.973731138;6.647962070450868;17831298.973731138;6.647962070450868
2008;Lavadora Sí;94095.75049293181;-0.06;5.782479326289075;1º - Inferior;8511809.036393607;132528.8612614344;5628.981762721315;7.0378376729941605;Lavadora;Sí;Economía básica;Positivo;Positivo;17831298.973731138;6.647962070450868;17831298.973731138;6.647962070450868
2008;Lavadora Sí;94095.75049293181;-0.06;5.782479326289075;2º;9074840.986064108;141295.2683582866;6001.32289055624;7.0378376729941605;Lavadora;Sí;Economía básica;Positivo;Positivo;17831298.973731138;6.647962070450868;17831298.973731138;6.647962070450868
2008;Lavadora Sí;94095.75049293181;-0.06;5.782479326289075;3º;9839947.416301282;153207.97498852958;6507.298779340138;7.0378376729941605;Lavadora;Sí;Economía básica;Positivo;Positivo;17831298.973731138;6.647962070450868;17831298.973731138;6.647962070450868
2008;Lavadora Sí;94095.75049293181;-0.06;5.782479326289075;4º;10048192.11001503;156450.3447366804;6645.01399100511;7.0378376729941605;Lavadora;Sí;Economía básica;Positivo;Positivo;17831298.973731138;6.647962070450868;17831298.973731138;6.647962070450868
2008;Lavadora Sí;94095.75049293181;-0.06;5.782479326289075;5º - Superior;8683032.45122491;135194.80972102506;5742.214270090292;7.0378376729941605;Lavadora;Sí;Economía básica;Positivo;Positivo;17831298.973731138;6.647962070450868;17831298.973731138;6.647962070450868
2008;Calefacción Sí;43803885.68437003;0.22;7.096950634240987;1º - Inferior;8511809.036393607;132528.8612614344;5628.981762721315;7.0378376729941605;Calefacción;Sí;Economía básica;Positivo;Positivo;17831298.973731138;6.647962070450868;17831298.973731138;6.647962070450868
2008;Calefacción Sí;43803885.68437003;0.22;7.096950634240987;2º;9074840.986064108;141295.2683582866;6001.32289055624;7.0378376729941605;Calefacción;Sí;Economía básica;Positivo;Positivo;17831298.973731138;6.647962070450868;17831298.973731138;6.647962070450868
2008;Calefacción Sí;43803885.68437003;0.22;7.096950634240987;3º;9839947.416301282;153207.97498852958;6507.298779340138;7.0378376729941605;Calefacción;Sí;Economía básica;Positivo;Positivo;17831298.973731138;6.647962070450868;17831298.973731138;6.647962070450868
2008;Calefacción Sí;43803885.68437003;0.22;7.096950634240987;4º;10048192.11001503;156450.3447366804;6645.01399100511;7.0378376729941605;Calefacción;Sí;Economía básica;Positivo;Positivo;17831298.973731138;6.647962070450868;17831298.973731138;6.647962070450868
2008;Calefacción Sí;43803885.68437003;0.22;7.096950634240987;5º - Superior;8683032.45122491;135194.80972102506;5742.214270090292;7.0378376729941605;Calefacción;Sí;Economía básica;Positivo;Positivo;17831298.973731138;6.647962070450868;17831298.973731138;6.647962070450868
2008;"""Colchón"" económico Sí";33808140.38611018;0.35;7.3192014687984805;1º - Inferior;8511809.036393607;132528.8612614344;5628.981762721315;7.0378376729941605;"""Colchón"" económico";Sí;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;"""Colchón"" económico Sí";33808140.38611018;0.35;7.3192014687984805;2º;9074840.986064108;141295.2683582866;6001.32289055624;7.0378376729941605;"""Colchón"" económico";Sí;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;"""Colchón"" económico Sí";33808140.38611018;0.35;7.3192014687984805;3º;9839947.416301282;153207.97498852958;6507.298779340138;7.0378376729941605;"""Colchón"" económico";Sí;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;"""Colchón"" económico Sí";33808140.38611018;0.35;7.3192014687984805;4º;10048192.11001503;156450.3447366804;6645.01399100511;7.0378376729941605;"""Colchón"" económico";Sí;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;"""Colchón"" económico Sí";33808140.38611018;0.35;7.3192014687984805;5º - Superior;8683032.45122491;135194.80972102506;5742.214270090292;7.0378376729941605;"""Colchón"" económico";Sí;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;Bajo impacto coste vivienda;1735372.4476155862;0.07;7.626504756278604;1º - Inferior;8511809.036393607;132528.8612614344;5628.981762721315;7.0378376729941605;Vivienda;Impacto Bajo;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;Bajo impacto coste vivienda;1735372.4476155862;0.07;7.626504756278604;2º;9074840.986064108;141295.2683582866;6001.32289055624;7.0378376729941605;Vivienda;Impacto Bajo;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;Bajo impacto coste vivienda;1735372.4476155862;0.07;7.626504756278604;3º;9839947.416301282;153207.97498852958;6507.298779340138;7.0378376729941605;Vivienda;Impacto Bajo;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;Bajo impacto coste vivienda;1735372.4476155862;0.07;7.626504756278604;4º;10048192.11001503;156450.3447366804;6645.01399100511;7.0378376729941605;Vivienda;Impacto Bajo;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;Bajo impacto coste vivienda;1735372.4476155862;0.07;7.626504756278604;5º - Superior;8683032.45122491;135194.80972102506;5742.214270090292;7.0378376729941605;Vivienda;Impacto Bajo;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;Impacto medio coste vivienda;21601916.227911066;0.26;7.410706660936096;1º - Inferior;8511809.036393607;132528.8612614344;5628.981762721315;7.0378376729941605;Vivienda;Impacto Medio;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;Impacto medio coste vivienda;21601916.227911066;0.26;7.410706660936096;2º;9074840.986064108;141295.2683582866;6001.32289055624;7.0378376729941605;Vivienda;Impacto Medio;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;Impacto medio coste vivienda;21601916.227911066;0.26;7.410706660936096;3º;9839947.416301282;153207.97498852958;6507.298779340138;7.0378376729941605;Vivienda;Impacto Medio;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;Impacto medio coste vivienda;21601916.227911066;0.26;7.410706660936096;4º;10048192.11001503;156450.3447366804;6645.01399100511;7.0378376729941605;Vivienda;Impacto Medio;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;Impacto medio coste vivienda;21601916.227911066;0.26;7.410706660936096;5º - Superior;8683032.45122491;135194.80972102506;5742.214270090292;7.0378376729941605;Vivienda;Impacto Medio;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;Riesgo de pobreza No;36928725.68524285;0.20;7.181970547599148;1º - Inferior;8511809.036393607;132528.8612614344;5628.981762721315;7.0378376729941605;Riesgo de pobreza;No;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;Riesgo de pobreza No;36928725.68524285;0.20;7.181970547599148;2º;9074840.986064108;141295.2683582866;6001.32289055624;7.0378376729941605;Riesgo de pobreza;No;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;Riesgo de pobreza No;36928725.68524285;0.20;7.181970547599148;3º;9839947.416301282;153207.97498852958;6507.298779340138;7.0378376729941605;Riesgo de pobreza;No;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;Riesgo de pobreza No;36928725.68524285;0.20;7.181970547599148;4º;10048192.11001503;156450.3447366804;6645.01399100511;7.0378376729941605;Riesgo de pobreza;No;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;Riesgo de pobreza No;36928725.68524285;0.20;7.181970547599148;5º - Superior;8683032.45122491;135194.80972102506;5742.214270090292;7.0378376729941605;Riesgo de pobreza;No;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;Carencia Material Severa No;44977768.73560086;0.23;7.07934803679838;1º - Inferior;8511809.036393607;132528.8612614344;5628.981762721315;7.0378376729941605;Carencia material;No;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;Carencia Material Severa No;44977768.73560086;0.23;7.07934803679838;2º;9074840.986064108;141295.2683582866;6001.32289055624;7.0378376729941605;Carencia material;No;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;Carencia Material Severa No;44977768.73560086;0.23;7.07934803679838;3º;9839947.416301282;153207.97498852958;6507.298779340138;7.0378376729941605;Carencia material;No;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;Carencia Material Severa No;44977768.73560086;0.23;7.07934803679838;4º;10048192.11001503;156450.3447366804;6645.01399100511;7.0378376729941605;Carencia material;No;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;Carencia Material Severa No;44977768.73560086;0.23;7.07934803679838;5º - Superior;8683032.45122491;135194.80972102506;5742.214270090292;7.0378376729941605;Carencia material;No;Situación económica;Positivo;Positivo;27810384.6964961;7.323546294082146;27810384.6964961;7.323546294082146
2008;"""Colchón"" económico No";12349681.613873625;-0.35;6.267584074112954;1º - Inferior;8511809.036393607;132528.8612614344;5628.981762721315;7.0378376729941605;"""Colchón"" económico";No;Situación económica;Negativo;Negativo;11390984.746145919;6.20601187991903;11390984.746145919;6.20601187991903
2008;"""Colchón"" económico No";12349681.613873625;-0.35;6.267584074112954;2º;9074840.986064108;141295.2683582866;6001.32289055624;7.0378376729941605;"""Colchón"" económico";No;Situación económica;Negativo;Negativo;11390984.746145919;6.20601187991903;11390984.746145919;6.20601187991903
2008;"""Colchón"" económico No";12349681.613873625;-0.35;6.267584074112954;3º;9839947.416301282;153207.97498852958;6507.298779340138;7.0378376729941605;"""Colchón"" económico";No;Situación económica;Negativo;Negativo;11390984.746145919;6.20601187991903;11390984.746145919;6.20601187991903
2008;"""Colchón"" económico No";12349681.613873625;-0.35;6.267584074112954;4º;10048192.11001503;156450.3447366804;6645.01399100511;7.0378376729941605;"""Colchón"" económico";No;Situación económica;Negativo;Negativo;11390984.746145919;6.20601187991903;11390984.746145919;6.20601187991903
2008;"""Colchón"" económico No";12349681.613873625;-0.35;6.267584074112954;5º - Superior;8683032.45122491;135194.80972102506;5742.214270090292;7.0378376729941605;"""Colchón"" económico";No;Situación económica;Negativo;Negativo;11390984.746145919;6.20601187991903;11390984.746145919;6.20601187991903
2008;Alto impacto coste vivienda;22805107.791590493;-0.28;6.639681194156794;1º - Inferior;8511809.036393607;132528.8612614344;5628.981762721315;7.0378376729941605;Vivienda;Impacto Alto;Situación económica;Negativo;Negativo;11390984.746145919;6.20601187991903;11390984.746145919;6.20601187991903
2008;Alto impacto coste vivienda;22805107.791590493;-0.28;6.639681194156794;2º;9074840.986064108;141295.2683582866;6001.32289055624;7.0378376729941605;Vivienda;Impacto Alto;Situación económica;Negativo;Negativo;11390984.746145919;6.20601187991903;11390984.746145919;6.20601187991903
2008;Alto impacto coste vivienda;22805107.791590493;-0.28;6.639681194156794;3º;9839947.416301282;153207.97498852958;6507.298779340138;7.0378376729941605;Vivienda;Impacto Alto;Situación económica;Negativo;Negativo;11390984.746145919;6.20601187991903;11390984.746145919;6.20601187991903
2008;Alto impacto coste vivienda;22805107.791590493;-0.28;6.639681194156794;4º;10048192.11001503;156450.3447366804;6645.01399100511;7.0378376729941605;Vivienda;Impacto Alto;Situación económica;Negativo;Negativo;11390984.746145919;6.20601187991903;11390984.746145919;6.20601187991903
2008;Alto impacto coste vivienda;22805107.791590493;-0.28;6.639681194156794;5º - Superior;8683032.45122491;135194.80972102506;5742.214270090292;7.0378376729941605;Vivienda;Impacto Alto;Situación económica;Negativo;Negativo;11390984.746145919;6.20601187991903;11390984.746145919;6.20601187991903
2008;Riesgo de pobreza Sí;9229096.314740958;-0.20;6.461113451358884;1º - Inferior;8511809.036393607;132528.8612614344;5628.981762721315;7.0378376729941605;Riesgo de pobreza;Sí;Situación económica;Negativo;Negativo;11390984.746145919;6.20601187991903;11390984.746145919;6.20601187991903
2008;Riesgo de pobreza Sí;9229096.314740958;-0.20;6.461113451358884;2º;9074840.986064108;141295.2683582866;6001.32289055624;7.0378376729941605;Riesgo de pobreza;Sí;Situación económica;Negativo;Negativo;11390984.746145919;6.20601187991903;11390984.746145919;6.20601187991903
2008;Riesgo de pobreza Sí;9229096.314740958;-0.20;6.461113451358884;3º;9839947.416301282;153207.97498852958;6507.298779340138;7.0378376729941605;Riesgo de pobreza;Sí;Situación económica;Negativo;Negativo;11390984.746145919;6.20601187991903;11390984.746145919;6.20601187991903
2008;Riesgo de pobreza Sí;9229096.314740958;-0.20;6.461113451358884;4º;10048192.11001503;156450.3447366804;6645.01399100511;7.0378376729941605;Riesgo de pobreza;Sí;Situación económica;Negativo;Negativo;11390984.746145919;6.20601187991903;11390984.746145919;6.20601187991903
2008;Riesgo de pobreza Sí;9229096.314740958;-0.20;6.461113451358884;5º - Superior;8683032.45122491;135194.80972102506;5742.214270090292;7.0378376729941605;Riesgo de pobreza;Sí;Situación económica;Negativo;Negativo;11390984.746145919;6.20601187991903;11390984.746145919;6.20601187991903
2008;Carencia material severa;1180053.2643785924;-0.23;5.455668800047489;1º - Inferior;8511809.036393607;132528.8612614344;5628.981762721315;7.0378376729941605;Carencia material;Sí;Situación económica;Negativo;Negativo;11390984.746145919;6.20601187991903;11390984.746145919;6.20601187991903
2008;Carencia material severa;1180053.2643785924;-0.23;5.455668800047489;2º;9074840.986064108;141295.2683582866;6001.32289055624;7.0378376729941605;Carencia material;Sí;Situación económica;Negativo;Negativo;11390984.746145919;6.20601187991903;11390984.746145919;6.20601187991903
2008;Carencia material severa;1180053.2643785924;-0.23;5.455668800047489;3º;9839947.416301282;153207.97498852958;6507.298779340138;7.0378376729941605;Carencia material;Sí;Situación económica;Negativo;Negativo;11390984.746145919;6.20601187991903;11390984.746145919;6.20601187991903
2008;Carencia material severa;1180053.2643785924;-0.23;5.455668800047489;4º;10048192.11001503;156450.3447366804;6645.01399100511;7.0378376729941605;Carencia material;Sí;Situación económica;Negativo;Negativo;11390984.746145919;6.20601187991903;11390984.746145919;6.20601187991903
